Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Axis Multi Asset Allocation Fund - Direct Plan,1197.41,1.7,4,2.4,2,3.67,4,7.42,4,9.28,4,14.36,8,21.28,9,21.2,8,23.23,8,19.03,6,11.74,6,14.71,4,13.12,3,11.68,3,-,-,-,-,11.15,-,13.41,8
Bank of India Multi Asset Allocation Fund - Direct Plan,332.43,1.14,7,1.39,9,2.01,10,4.57,10,7.07,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.71,-,-,-
Baroda BNP Paribas Multi Asset Fund - Direct Plan,1180.31,1.79,1,2.82,1,4.38,1,7.52,3,9.36,3,18.01,1,30.84,3,30.19,3,35.86,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.5,-,16.74,4
HDFC Multi Asset Fund - Direct Plan,2897.11,0.92,10,1.48,8,3.26,6,5.56,7,6.59,9,12.58,9,22.26,8,21.75,7,25.34,7,21.35,5,15.62,5,16.48,2,13.22,2,12.01,2,-,-,-,-,12.28,-,12.59,9
ICICI Prudential Multi Asset Fund - Direct Plan,41159.52,1.07,8,1.56,7,2.85,7,5.12,8,6.87,8,15.92,5,26.45,5,25.62,4,34.1,4,28.82,2,24.44,1,20.84,1,17.38,1,15.81,1,-,-,-,-,17.46,-,15.6,5
Kotak Multi Asset Allocation Fund - Direct Plan,6089.4,1.77,2,1.74,4,3.95,2,8.22,1,10.36,1,17.62,3,28.7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.14,-,17.53,2
Nippon India Multi Asset Fund - Direct Plan,3313.76,1.74,3,2.2,3,3.26,5,6.3,6,8.25,5,17.89,2,31.54,2,30.64,2,35.56,3,27.15,3,18.93,3,-,-,-,-,-,-,-,-,-,-,20.91,-,17.49,3
Tata Multi Asset Opportunities Fund - Direct Plan,2863.37,1.17,6,1.68,5,2.82,8,6.53,5,7.82,6,15.71,6,24.94,6,24.76,5,29.91,5,25.26,4,17.93,4,-,-,-,-,-,-,-,-,-,-,22.41,-,15.47,6
UTI Multi Asset Allocation Fund - Direct Plan,2026.51,1.06,9,1.37,10,2.42,9,4.77,9,6.45,10,17.52,4,33.33,1,32.95,1,38.45,1,31.53,1,19.32,2,16.28,3,12.76,4,10.83,4,-,-,-,-,10.65,-,17.56,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq 100 FOFs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,2,,1,,,,,,,,,,5,,5
Peer Average,,1.86,,0.97,,8.86,,12.9,,10.66,,22.59,,38.06,,37.01,,35.23,,35.5,,15.12,,24.93,,,,,,,,,,,,19.65,
Aditya Birla Sun Life NASDAQ 100 FOF - Direct Plan,371.53,1.96,4,0.77,5,8.8,4,12.6,4,10.28,4,22.66,3,38.22,3,36.51,3,35,4,35.08,3,-,-,-,-,-,-,-,-,-,-,-,-,12.87,-,19.37,3
Axis NASDAQ 100 FoF - Direct Plan,166.54,2.02,3,0.81,4,8.8,3,12.5,5,10.28,5,22.32,4,37.71,4,36.05,4,34.75,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.79,-,19.19,5
Kotak Nasdaq 100 FOF - Direct Plan,2974.77,2.06,2,0.82,3,8.97,1,12.75,3,10.4,3,22.77,2,38.55,2,38.46,1,35.42,2,36.03,1,15.44,1,-,-,-,-,-,-,-,-,-,-,16.93,-,19.26,4
Motilal Oswal Nasdaq 100 FOF - Direct Plan,4672.55,1.14,5,0.99,2,8.79,5,13.7,1,11.07,2,21.37,5,36.49,5,35.78,5,35.35,3,34.96,4,14.8,2,24.93,1,-,-,-,-,-,-,-,-,25.06,-,19.89,2
Navi NASDAQ 100 FoF - Direct Plan,934.53,2.14,1,1.44,1,8.96,2,12.97,2,11.28,1,23.83,1,39.33,1,38.27,2,35.66,1,35.92,2,-,-,-,-,-,-,-,-,-,-,-,-,19.45,-,20.54,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transportation & Logistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,5,,5,,5,,5,,5,,5,,4,,4,,3,,1,,1,,1,,1,,1,,,,,,5,,5
Peer Average,,1.57,,1.07,,6.76,,12.54,,17.73,,34.26,,52.31,,51.63,,61.26,,42.25,,31.41,,25.61,,14.89,,16.74,,,,,,,,33.87,
Aditya Birla Sun Life Transportation and Logistics Fund - Direct Plan,1377.16,1.87,2,1.8,2,5.98,4,11.43,4,16.36,4,35.05,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.2,-,34.55,2
Bandhan Transportation and Logistics Fund - Direct Plan,499.85,2.3,1,1.97,1,8.12,1,13.88,1,19.85,1,33.35,3,50.91,3,50.28,2,62.85,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.21,-,33.53,3
HDFC Transportation and Logistics Fund - Direct Plan,1009.6,1.43,3,0.78,3,7.98,2,13.21,3,18.96,2,38.69,1,57.24,1,57,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.1,-,38.61,1
ICICI Prudential Transportation and Logistics Fund - Direct Plan,2924.15,1.18,4,0.59,4,7.08,3,13.23,2,17.82,3,32.05,5,49.96,4,49.37,4,62.46,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.77,-,31.32,5
UTI Transportation and Logistics Fund - Direct Plan,3435.05,1.07,5,0.19,5,4.62,5,10.94,5,15.65,5,32.15,4,51.14,2,49.85,3,58.47,3,42.25,1,31.41,1,25.61,1,14.89,1,16.74,1,-,-,-,-,21.43,-,31.36,4
Nifty Transportation & Logistics Total Return Index,,1.23,,0.01,,5.08,,11.39,,16.42,,36.86,,57.99,,57.21,,70.88,,49.2,,33.95,,28.66,,16.69,,17.13,,20.51,,21.53,,,,36.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Return as on :02-July-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
